id;cod_ind_p;Ag_met_calc_p;Ag_estatus;Ag_fonte_p;Ag_Numerador;Ag_Denomiador;Ag_  Multiplicador ;Ag_SUS/TOTAL;Ag_URBANO/RURAL;Ag_QUINTIL;Ag_ANO;Ag_SEXO;Ag_ESCOLARIDADE;Ag_IDADE;Ag_BRUTO/PADRONIZADO;Ag_Especialista;Ag_MUN/EST/FED;Ag_Sem_USO;Ag_NA;Ag_ANOI;Excluir_UF;Ag_ANOF;Excluir_REG;Num;Den;Automatico;Zeros
74;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_A_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;A;0;0;0;2000;;2017;;CNES;SVS;1;
75;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;"Z07_N_B_SUS_CNES;Z07_N_H_SUS_CNES";POP_TOTAL;100000;1;0;0;;0;0;0;0;B;0;0;0;2000;;2017;;CNES;SVS;1;
76;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;"Z07_N_B_TOTAL_CNES;Z07_N_H_TOTAL_CNES";POP_TOTAL;100000;0;0;0;;0;0;0;0;B;0;0;0;2000;;2017;;CNES;SVS;1;
77;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_C_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;C;0;0;0;2000;;2017;;CNES;SVS;1;
78;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_C_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;C;0;0;0;2000;;2017;;CNES;SVS;1;
79;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_D_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;D;0;0;0;2000;;2017;;CNES;SVS;1;
80;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_D_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;D;0;0;0;2000;;2017;;CNES;SVS;1;
81;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_E_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;E;0;0;0;2000;;2017;;CNES;SVS;1;
82;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_E_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;E;0;0;0;2000;;2017;;CNES;SVS;1;
83;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_F_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;F;0;0;0;2000;;2017;;CNES;SVS;1;
84;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_F_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;F;0;0;0;2000;;2017;;CNES;SVS;1;
85;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_G_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;G;0;0;0;2000;;2017;;CNES;SVS;1;
86;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_G_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;G;0;0;0;2000;;2017;;CNES;SVS;1;
87;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;"Z07_N_I_SUS_CNES;Z07_N_J_SUS_CNES";POP_TOTAL;100000;1;0;0;;0;0;0;0;I;0;0;0;2000;;2017;;CNES;SVS;1;
88;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;"Z07_N_I_TOTAL_CNES;Z07_N_J_TOTAL_CNES";POP_TOTAL;100000;0;0;0;;0;0;0;0;I;0;0;0;2000;;2017;;CNES;SVS;1;
89;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_K_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;K;0;0;0;2000;;2017;;CNES;SVS;1;
90;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_K_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;K;0;0;0;2000;;2017;;CNES;SVS;1;
91;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_L_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;L;0;0;0;2000;;2017;;CNES;SVS;1;
92;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_L_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;L;0;0;0;2000;;2017;;CNES;SVS;1;
93;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_M_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;M;0;0;0;2000;;2017;;CNES;SVS;1;
94;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_M_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;M;0;0;0;2000;;2017;;CNES;SVS;1;
95;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_N_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;N;0;0;0;2000;;2017;;CNES;SVS;1;
96;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_N_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;N;0;0;0;2000;;2017;;CNES;SVS;1;
97;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_O_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;O;0;0;0;2000;;2017;;CNES;SVS;1;
98;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_O_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;O;0;0;0;2000;;2017;;CNES;SVS;1;
99;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_P_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;P;0;0;0;2000;;2017;;CNES;SVS;1;
100;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_P_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;P;0;0;0;2000;;2017;;CNES;SVS;1;
101;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
102;Z07;Numerador: número de médicos especialistas X 100.000. Denominador: população total residente. Códigos de categorias adicionais permitidas na consulta: 225120 225125 225130 225150 225320 225155 225165 225170 225250 225255 225109 225190 225270 225275 225124 e 225133.;;;Z07_N_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
103;Z08;Numerador: número total de tomógrafos computadorizados em uso (em serviços públicos ou privados) X 100.000. Denominador: população total residente.;;;Z08_N_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
104;Z08;Numerador: número total de tomógrafos computadorizados em uso (em serviços públicos ou privados) X 100.000. Denominador: população total residente.;;;Z08_N_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
105;Z09;Numerador: número de leitos de UTI/UCO X 100.000. Denominador: população total residente.;;;Z09_N_SUS_CNES;POP_TOTAL;100000;1;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
106;Z09;Numerador: número de leitos de UTI/UCO X 100.000. Denominador: população total residente.;;;Z09_N_TOTAL_CNES;POP_TOTAL;100000;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
107;Z10;Numerador: número de leitos de UTI Neonatal) X 1.000. Denominador: total de nascidos vivos.;;;Z10_N_SUS_CNES;D_Nascidos_SINASC;1000;1;0;0;;0;0;0;0;0;0;0;0;2000;;2016;;CNES;SINASC;1;
108;Z10;Numerador: número de leitos de UTI Neonatal) X 1.000. Denominador: total de nascidos vivos.;;;Z10_N_TOTAL_CNES;D_Nascidos_SINASC;1000;0;0;0;;0;0;0;0;0;0;0;0;2000;;2016;;CNES;SINASC;1;
109;Z11;Numerador: número de leitos hospitalares existentes (desconsiderados os psiquiátricos) X 1.000. Denominador: população total residente.;;;Z11_N_SUS_CNES;POP_TOTAL;1000;1;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
110;Z11;Numerador: número de leitos hospitalares existentes (desconsiderados os psiquiátricos) X 1.000. Denominador: população total residente.;;;Z11_N_TOTAL_CNES;POP_TOTAL;1000;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
111;Z12;Numerador: número de médicos X 1.000. Denominador: população total residente.;;;Z12_N_SUS_CNES;POP_TOTAL;1000;1;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
112;Z12;Numerador: número de médicos X 1.000. Denominador: população total residente.;;;Z12_N_TOTAL_CNES;POP_TOTAL;1000;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CNES;SVS;1;
113;G03;Numerador: número de casos de meningite bacteriana confirmados por critério laboratorial (cultura, contra-imuno-eletroforese ou látex), por residência X 100. Denominador: número de casos de meningite bacteriana. Os valores devem ser multiplicados por 100. As categorias para seleção dos casos são: MMC meningococcemia MM meningite meningocócica MMC+MM - meningococcemia com meningite meningocócica MTBC- meningite tuberculosa MB- meningite por outras bactérias e meningites bacterianas não especificadas MH -meningite por hemófilo MP -meningite por pneumococo.;;;"G03_Meningite_NUM_1;G03_Meningite_NUM_2";"G03_Meningite_DEN_1;G03_Meningite_DEN_2";100;0;0;0;;0;0;0;0;0;0;0;0;2001;;2017;;TSINAN;;0;
114;G13;Numerador: número de internações por AVC com realização de tomografia computadorizada nos primeiros 7 dias de internação X 100. Denominador: total de internações por AVC. Código CID-10: G459, CID-10: I60, I61, I62, I63 e I64. Códigos para a realização de tomografias - SIH/Procedimentos especiais/1998-2007: 97013013 e 97013021 e SIH/Procedimentos especiais/2008-2010: 0206010079.;;;G13_TOMOGRAFIA7;G13_AVE7_TABELA;100;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;SIH;SIH;0;
115;A53;Numerador: número de exames citopatológicos de colo do útero realizados em mulheres de 25 a 64 anos de idade. Denominador: um terço do número de mulheres de 25 a 64 anos de idade. Procedimentos: 0203010019 e 0203010086.;;;A19_N_SIA;POP_MULHER_25_64;3;0;0;0;;0;0;0;0;0;0;0;0;2008;;2017;;SIA;SVS;1;
116;A52;Numerador: número de procedimentos de mamografia realizados em mulheres de 50 a 69 anos de idade. Denominador: metade do número de mulheres de 50 a 69 anos de idade. Procedimento: 0204030188 (para os anos de 2008 e 2009, o número de procedimentos foi estimado usando os procedimentos 0204030030 e 0204030188).;;;"A07_N_SIA;A07_N2_SIA";POP_MULHER_50_69;2;0;0;0;;0;0;0;0;0;0;0;0;2008;;2017;;SIA;SVS;1;
117;K36;Numerador: total de receita de impostos mais transferências constitucionais. Denominador: população total residente.;;;IMPOSTO_TRANSFERENCIA_MUN;POP_TOTAL;1;0;0;0;;0;0;0;0;0;0;0;0;2000;1;2017;;TSIOPS;SVS;0;
118;K42;Numerador: total de receita de impostos mais transferências constitucionais destinados à saúde. Denominador: população total residente.;;;DESPESA_PROPIO_MUN;POP_TOTAL;1;0;0;0;;0;0;0;0;0;0;0;0;2000;1;2017;;TSIOPS;SVS;0;
119;K43;Numerador: valor total de transferências SUS. Denominador: população total residente.;;;TRANSFERENCIA_SUS_MUN;POP_TOTAL;1;0;0;0;;0;0;0;0;0;0;0;0;2000;1;2017;;TSIOPS;SVS;0;
121;D01;Numerador: número de casos de tuberculose encerrados por abandono de tratamento. Denominador: número de casos de tuberculose notificados.;;;D01_ABANDONO;D01_NOTIFIC;100;0;0;0;;0;0;0;0;0;0;0;0;2001;;2016;;TSINAN-TABELA;TSINAN-TABELA;0;
122;D02;Numerador: número de pessoas de 60 anos ou mais de idade não vacinadas contra gripe X 100. Denominador: população total de 60 anos ou mais residente.;;;D02_INFLUENZA;POP_TOTAL_60_MAIS;100;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;Tabela;Tabela;0;
125;L40;Numerador: número de pessoas residentes na Região de Saúde. Denominador: área (em km²) da Região de Saúde.;;;POP_TOTAL;KM2;1;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;CENSO;;0;
126;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_00_04;1;1;0;0;0;;0;0;4;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
127;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_00_04_M;1;1;0;0;0;;2;0;4;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
128;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_00_04_H;1;1;0;0;0;;1;0;4;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
129;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_05_09;1;1;0;0;0;;0;0;509;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
130;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_05_09_M;1;1;0;0;0;;2;0;509;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
131;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_05_09_H;1;1;0;0;0;;1;0;509;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
132;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_10_14;1;1;0;0;0;;0;0;1014;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
133;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_10_14_M;1;1;0;0;0;;2;0;1014;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
134;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_10_14_H;1;1;0;0;0;;1;0;1014;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
135;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_15_19;1;1;0;0;0;;0;0;1519;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
136;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_15_19_M;1;1;0;0;0;;2;0;1519;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
137;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_15_19_H;1;1;0;0;0;;1;0;1519;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
138;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_20_24;1;1;0;0;0;;0;0;2024;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
139;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_20_24_M;1;1;0;0;0;;2;0;2024;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
140;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_20_24_H;1;1;0;0;0;;1;0;2024;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
141;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_25_49;1;1;0;0;0;;0;0;2549;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
142;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_25_49_M;1;1;0;0;0;;2;0;2549;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
143;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_25_49_H;1;1;0;0;0;;1;0;2549;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
144;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_50_59;1;1;0;0;0;;0;0;5059;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
145;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_50_59_M;1;1;0;0;0;;2;0;5059;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
146;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_50_59_H;1;1;0;0;0;;1;0;5059;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
147;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_60_64;1;1;0;0;0;;0;0;6064;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
148;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_60_64_M;1;1;0;0;0;;2;0;6064;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
149;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_60_64_H;1;1;0;0;0;;1;0;6064;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
150;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_65_69;1;1;0;0;0;;0;0;6569;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
151;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_65_69_M;1;1;0;0;0;;2;0;6569;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
152;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_65_69_H;1;1;0;0;0;;1;0;6569;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
153;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_70_MAIS;1;1;0;0;0;;0;0;7000;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
154;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_70_MAIS_M;1;1;0;0;0;;2;0;7000;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
155;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_70_MAIS_H;1;1;0;0;0;;1;0;7000;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
156;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL;1;1;0;0;0;;0;0;0;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
157;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_MULHER;1;1;0;0;0;;2;0;0;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
158;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_HOMEM;1;1;0;0;0;;1;0;0;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
159;L41;Utilização direta da base de dados, expressando-se os resultados em números absolutos.;;;POP_TOTAL_0_14;1;1;0;0;0;;0;0;14;0;0;0;0;0;2000;;2017;;SVS;SVS;1;
